id,word_id,example,translate
68,68,Ispanak yemeği yapacağım.,Я приготовлю блюдо со шпинатом.
69,69,Izgara köfte sipariş edelim.,Давай закажем котлеты на гриле.
70,70,Bu ev benim için ideal.,Этот дом идеален для меня.
71,71,İnekler tarlada otluyordu.,Коровы паслись в поле.
72,72,İngiltere'ye uçakla gideceğiz.,Мы поедем в Англию на самолете.
73,73,İnsan sosyal bir varlıktır.,Человек — социальное существо.
74,74,İspanya'da flamenko çok popüler.,В Испании фламенко очень популярно.
75,75,İşim sabah dokuzda başlıyor.,Моя работа начинается в девять утра.
76,76,İtalya'yı gezip görmek istiyorum.,Я хочу поехать и посмотреть Италию.
77,77,Japonya'da kiraz çiçekleri meşhurdur.,В Японии знамениты цветы сакуры.
78,78,Otobüse binmek için jeton aldım.,"Я взял(а) жетон, чтобы сесть на автобус."
79,79,Jilet bıçağı bitmiş.,Лезвие для бритвы закончилось.
80,80,Kadınlar günü kutlu olsun.,С праздником 8 марта.
81,81,Kafede buluşalım.,Давай встретимся в кафе.
82,82,Kahvemi sade içerim.,Я пью свой кофе без всего.
83,83,Kalabalık bir grupla seyahat ediyoruz.,Мы путешествуем с большой группой.
84,84,Kalemimin ucu kırıldı.,У моей ручки сломался кончик.
85,85,Kalp atışlarım hızlandı.,Мое сердцебиение участилось.
86,86,Kapıyı kapatmayı unutma.,Не забудь закрыть дверь.
87,87,Kedim yastığın üzerinde uyuyor.,Мой кот спит на подушке.
88,88,Kızım anaokuluna gidiyor.,Моя дочь ходит в детский сад.
89,89,Kira ödemeyi unuttum.,Я забыл(а) заплатить за аренду.
90,90,Bu yemek iki kişilik.,Это блюдо на двоих.
91,91,Kitap okumayı çok severim.,Я очень люблю читать книги.
92,92,Koltuklarımızı yeniledik.,Мы обновили наши диваны.
93,93,Kore draması izliyorum.,Я смотрю корейскую дораму.
94,94,Köpeğimi gezmeye çıkardım.,Я вывел(а) свою собаку на прогулку.
95,95,Köyümüzde yazları çok güzel olur.,В нашей деревне летом очень красиво.
96,96,Kuş yuvası boş kalmış.,Птичье гнездо осталось пустым.
97,97,Kutuyu dikkatlice aç.,Открой коробку осторожно.
98,98,Kütüphanede sessiz olmalıyız.,В библиотеке мы должны быть тихими.
99,99,Lale Hollanda'nın sembolüdür.,Тюльпан — символ Голландии.
100,100,Limonata için limon sıktım.,Я выжал(а) лимон для лимонада.
101,101,Lokantada akşam yemeği yiyeceğiz.,Мы поужинаем в ресторане.
102,102,Lütfen sessiz olur musunuz?,Будьте пожалуйста тише?
103,103,Mağazanın indirimleri başladı.,В магазине начались скидки.
104,104,Makas kesmiyor.,Ножницы не режут.
105,105,Masayı temizledim.,Я убрал(а) со стола.
106,106,Merdivenleri çıkarken dikkat et.,"Будь осторожен, поднимаясь по лестнице."
107,107,Şu an meşgulüm.,Я сейчас занят(а).
108,108,Metro durağı nerede?,Где станция метро?
109,109,Millet olarak bunu başardık.,Мы добились этого как нация.
110,110,Bir misal vermek gerekirse.,Если нужно привести пример.
111,111,Abim inşaat mühendisi.,Мой брат — инженер-строитель.
112,112,Nar suyu çok faydalı.,Гранатовый сок очень полезен.
113,113,Nijerya Afrika kıtasındadır.,Нигерия находится на африканском континенте.
114,114,Telefon numaranı değiştirmişsin.,Ты сменил(а) свой номер телефона.
115,115,Odanı toplamalısın.,Ты должен(должна) убрать свою комнату.
116,116,Ormanda yürüyüşe çıktık.,Мы пошли на прогулку в лес.
117,117,Otel rezervasyonumuzu yaptırdık.,Мы забронировали отель.
118,118,Otobüs durağı nerede?,Где автобусная остановка?
119,119,Öğrenci bileti daha ucuz.,Студенческий билет дешевле.
120,120,Öğretmenimiz çok sabırlı.,Наш учитель очень терпеливый.
121,121,Ördekler gölette yüzüyor.,Утки плавают в пруду.
122,122,Paketi kargoya verdim.,Я отдал(а) посылку в службу доставки.
123,123,Nakit param kalmadı.,У меня не осталось наличных.
124,124,Pardösüm ıslandı.,Мое пальто промокло.
125,125,Parkta bankta oturup dinlendim.,Я сидел(а) на скамейке в парке и отдыхал(а).
126,126,Patatesleri soyar mısın?,Ты почистишь картошку?
127,127,Pencereyi açabilir misin?,Ты можешь открыть окно?
128,128,Petrol fiyatları arttı.,Цены на нефть выросли.
129,129,Piyano çalmayı öğreniyorum.,Я учусь играть на пианино.
130,130,Polis kazayla ilgileniyor.,Полиция занимается происшествием.
131,131,Portakal suyu taze sıkılmış.,Апельсиновый сок свежевыжатый.
132,132,Postacı mektup getirdi.,Почтальон принес письмо.
133,133,Radyoda haber dinliyorum.,Я слушаю новости по радио.
134,134,Bu resmi kim çizdi?,Кто нарисовал эту картину?
135,135,Yeni bir rol teklifi aldı.,Он/она получил(а) предложение на новую роль.
136,136,Roman yazmak uzun zaman alır.,Написание романа занимает много времени.
137,137,Rusya dünyanın en büyük ülkesidir.,Россия — самая большая страна в мире.
138,138,Saat kaç?,Который час?
139,139,Saçlarımı kestirdim.,Я постриг(ла) волосы.
140,140,Salonu yeniden döşedik.,Мы заново обставили гостиную.
141,141,Sandalye sayısı yetersiz.,Количество стульев недостаточно.
142,142,Zeytin barış sembolüdür.,Олива — символ мира.
143,143,Seyahat etmeyi çok seviyorum.,Я очень люблю путешествовать.
144,144,Sırada bekliyorum.,Я жду в очереди.
145,145,Silgimi kaybettim.,Я потерял(а) свой ластик.
146,146,Sokak lambaları yanmıyor.,Уличные фонари не горят.
147,147,Soru sormak isteyen var mı?,Есть ли желающие задать вопрос?
148,148,Büyük bir sorunumuz var.,У нас большая проблема.
149,149,Bilmediğim kelimelere sözlükten bakarım.,Я смотрю в словаре незнакомые слова.
150,150,Suriye ile sınır komşusuyuz.,Мы граничим с Сирией.
151,151,Şarkıcı konser verdi.,Певец дал концерт.
152,152,"Şemsiyeni al, yağmur yağabilir.","Возьми зонт, может пойти дождь."
153,153,Şişede bira kalmamış.,В бутылке не осталось пива.
154,154,Tahtaya yazı yazdı.,Он/она написал(а) на доске.
155,155,Tavuğu fırında pişireceğim.,Я приготовлю курицу в духовке.
156,156,Telefonumun şarjı bitti.,Заряд моего телефона закончился.
157,157,Oda çok temiz.,Комната очень чистая.
158,158,Top bahçeye kaçtı.,Мяч укатился в сад.
159,159,Bu bölgeye çok turist geliyor.,В этот район приезжает много туристов.
160,160,Türkiye'nin başkenti Ankara'dır.,Столица Турции — Анкара.
161,161,Uçak saat kaçta kalkıyor?,Во сколько вылетает самолет?
162,162,Uçurtma uçurmak için rüzgarlı bir gün lazım.,"Чтобы запускать воздушного змея, нужен ветреный день."
163,163,Üzümler bu yıl çok tatlı.,Виноград в этом году очень сладкий.
164,164,Trende penceresiz bir vagon vardı.,В поезде был вагон без окон.
165,165,Vazoyu dikkatli taşı.,Осторожно неси вазу.
166,166,Yabancı bir dil öğreniyorum.,Я учу иностранный язык.
167,167,Yemek çok lezzetli olmuş.,Еда получилась очень вкусной.
168,168,Yeni yılı ailemle kutlayacağım.,Я буду праздновать Новый год с семьей.
169,169,Gökyüzünde parlak bir yıldız gördüm.,Я увидел(а) на небе яркую звезду.
170,170,Yüzüğüm parmağıma dar geliyor.,Мое кольцо стало мало мне на палец.
171,171,Zeytinyağı sağlıklıdır.,Оливковое масло полезно для здоровья.
172,172,Zürafa çok uzun bir hayvandır.,Жираф — очень высокое животное.
173,173,Ona yardım etmek istiyorum,Я хочу помочь ему/ей.
174,174,Ahmet yarın bize gelecek,Завтра Ахмет придет к нам.
175,175,Toplantıdan sonra görüşelim,Давай встретимся после собрания.
176,176,Doktor olmak istiyorum,Я хочу стать врачом.
177,177,Affedersiniz.,"Когда хотите извиниться, привлечь внимание, пройти в толпе или переспросить."
178,178,Afiyet olsun.,"Говорят тому, кто ест или закончил есть, как пожелание приятного аппетита или чтобы пища пошла на пользу."
179,179,Bol şanslar.,"Пожелание удачи перед экзаменом, собеседованием, поездкой или начинанием."
180,180,Çok yaşa.,"Говорят в ответ на чихание, аналогично ""Будь здоров""."
181,181,Geçmiş olsun.,"Выражение сочувствия и пожелания скорейшего выздоровления при болезни, травме или после неприятного события."
182,182,Görüşürüz / Görüşmek üzere.,"Неформальное прощание, предполагающее скорую встречу (""Увидимся"")."
183,183,Güle güle.,"Стандартное прощание, которое говорят тому, кто уходит (""До свидания"")."
184,184,Günaydın.,"Приветствие в первой половине дня (""Доброе утро"")."
185,185,Hoş bulduk.,"Ответ на приветствие ""Hoş geldin"" (""Мы рады быть здесь"" или ""Спасибо за приветствие"")."
186,186,Hoş geldin.,"Приветствие гостю, новоприбывшему (""Добро пожаловать"")."
187,187,Hoşça kal.,"Прощание, когда вы уходите (""Прощай"", ""Счастливо оставаться"")."
188,188,Lütfen.,"Просьба быть вежливым (""Пожалуйста"")."
189,189,Merhaba.,"Универсальное приветствие (""Здравствуйте"", ""Привет"")."
190,190,Özür dilerim.,"Извинение за проступок или ошибку (""Извините"", ""Прошу прощения"")."
191,191,Rica ederim.,"Ответ на ""спасибо"" (""Пожалуйста"") или на просьбу (""прошу вас"")."
192,192,Tamam.,"Согласие, подтверждение (""Хорошо"", ""Ладно"", ""ОК"")."
193,193,Tebrikler.,"Поздравление с успехом, достижением (""Поздравляю"")."
194,194,Üzgünüm.,"Выражение сожаления, сочувствия (""Мне жаль"")."
195,195,Aç hissediyorum.,Я чувствую себя голодным.
196,196,Pencere açık kalmış.,Окно осталось открытым.
197,197,Adresini yanlış yazmışım.,Я написал(а) твой адрес неправильно.
198,198,Akşam yemeğe bekliyoruz.,Ждем тебя на ужин.
199,199,Alışveriş için listem hazır.,У меня готов список для покупок.
200,200,Alışveriş merkezinde buluşalım.,Давай встретимся в торговом центре.
201,201,Çekmece en alt gözde.,В самом нижнем ящике.
202,202,Anahtarımı kaybettim.,Я потерял(а) свой ключ.
203,203,Artı işareti buraya gelecek.,Здесь будет знак плюс.
204,204,Ay bu gece çok güzel görünüyor.,Луна сегодня ночью выглядит очень красиво.
205,205,Çok başarılı bir öğrenci.,Очень успешный ученик.
206,206,Bekâr bir adamla tanıştım.,Я познакомился(ась) с холостым мужчиной.
207,207,Bu bina çok yüksek.,Это здание очень высокое.
208,208,Birçok kişi aynı fikirde.,Многие люди согласны.
209,209,Otopark tamamen boş.,Парковка полностью пустая.
210,210,Bölü işaretini unuttum nasıl yapılıyordu?,"Я забыл(а), как делается знак деления."
211,211,Bugün hava çok güzel.,Сегодня погода очень хорошая.
212,212,Ben burada oturuyorum.,Я живу здесь.
213,213,Bütün gün evdeydim.,Я был(а) дома весь день.
214,214,Çok cesur bir insansın.,Ты очень смелый человек.
215,215,Bu konu çok ciddi.,Этот вопрос очень серьезный.
216,216,Sınıfın en çalışkan öğrencisi.,Самый старательный ученик в классе.
217,217,Çarpı işareti yanlış yerde.,Знак умножения не на том месте.
218,218,Çirkin bir heykel dikmişler.,Они поставили уродливую статую.
219,219,Çöp kutusunu boşaltmalısın.,Тебе нужно опустошить мусорное ведро.
220,220,Eve gidiyorum çünkü yoruldum.,"Я иду домой, потому что устал(а)."
221,221,Odası her zaman dağınık.,Его/ее комната всегда в беспорядке.
222,222,Bu pantolon bana dar geldi.,Эти брюки мне стали малы.
223,223,Derginin yeni sayısı çıktı.,Вышел новый номер журнала.
224,224,Dikkatli bir sürücüdür.,Он/она — внимательный водитель.
225,225,Dikkatsiz bir hareket yaptı.,Он/она сделал(а) неосторожное движение.
226,226,Doğum tarihimi hatırlamıyorum.,Я не помню свою дату рождения.
227,227,Kalem kutusu doluydu.,Пенал был полный.
228,228,Domatesler çok taze görünüyor.,Помидоры выглядят очень свежими.
229,229,Bu dosya çok önemli.,Этот файл очень важен.
230,230,Durakta otobüs bekliyorlar.,Они ждут автобус на остановке.
231,231,Duvara resim astık.,Мы повесили картину на стену.
232,232,Düzenli bir çalışma masası var.,У него/нее аккуратный рабочий стол.
233,233,Eczacı ilaçları hazırladı.,Фармацевт приготовил лекарства.
234,234,Çok eğlenceli bir partiydi.,Это была очень веселая вечеринка.
235,235,Eksi işaretini koymayı unutma.,Не забудь поставить знак минус.
236,236,Evli ve iki çocuk babası.,Он женат и отец двоих детей.
237,237,Fakir bir aileden geliyor.,Он/она родом из бедной семьи.
238,238,Aramızda çok fark var.,Между нами большая разница.
239,239,Ekmeği fırından alacağım.,Я куплю хлеб в пекарне.
240,240,Gazete okumayı severim.,Я люблю читать газету.
241,241,Genç nesil çok hızlı.,Молодое поколение очень быстрое.
242,242,Genellikle evde kahvaltı yaparım.,Обычно я завтракаю дома.
243,243,Bu oda çok geniş.,Эта комната очень просторная.
244,244,Çok güçlü bir kahve yapmışsın.,Ты приготовил(а) очень крепкий кофе.
245,245,Hastalandığımda kendimi güçsüz hissediyorum.,"Когда я болею, я чувствую себя слабым."
246,246,Günler çok hızlı geçiyor.,Дни проходят очень быстро.
247,247,Gündüz uyumamalısın.,Тебе не стоит спать днем.
248,248,Hafta sonu için planım yok.,У меня нет планов на выходные.
249,249,Hasta olduğum için gelemedim.,"Я не смог(ла) прийти, потому что заболел(а)."
250,250,Hastane çok kalabalıktı.,В больнице было очень много людей.
251,251,Her gün spor yapıyorum.,Я занимаюсь спортом каждый день.
252,252,Her zaman aynı şeyi söylüyorsun.,Ты всегда говоришь одно и то же.
253,253,Çok hızlı koşuyorsun.,Ты очень быстро бежишь.
254,254,İçecek bir şey ister misin?,Хочешь что-нибудь выпить?
255,255,İstasyona yürüyerek gittik.,Мы пошли на станцию пешком.
256,256,O iyi bir insan.,Он/она — хороший человек.
257,257,Bugün kaç kişi gelecek?,Сколько человек придет сегодня?
258,258,Kaçıncı katta oturuyorsun?,На каком этаже ты живешь?
259,259,Kantinden tost aldım.,Я взял(а) тост из столовой.
260,260,Mağaza bugün kapalı.,Магазин сегодня закрыт.
261,261,Kasaptan kıyma al.,Купи фарш у мясника.
262,262,Kasiyer parayı yanlış verdi.,Кассир дал сдачу неправильно.
263,263,En üst katta oturuyorlar.,Они живут на самом верхнем этаже.
264,264,Kırmızı ışıkta geçme.,Не переходи на красный свет.
265,265,Kıskanç bir insan olma.,Не будь завистливым человеком.
266,266,Çok kibar bir davranıştı.,Это был очень вежливый поступок.
267,267,Son bir ayda iki kilo verdim.,За последний месяц я похудел(а) на два килограмма.
268,268,Kitaplığımda çok roman var.,У меня в книжном шкафу много романов.
269,269,Bu soru çok kolaydı.,Этот вопрос был очень легким.
270,270,Çok komik bir filmdi.,Это был очень смешной фильм.
271,271,Çok konuşkan bir çocuk.,Очень разговорчивый ребенок.
272,272,Koridorda koşmayın.,Не бегайте в коридоре.
273,273,Kötü bir haberim var.,У меня плохие новости.
274,274,Saçımı kuaförde kestirdim.,Я подстриг(ла) волосы у парикмахера.
275,275,Kuyumcuda güzel bir bilezik gördüm.,Я увидел(а) красивые браслеты у ювелира.
276,276,Lamba yanmıyor.,Лампа не горит.
277,277,Mahallemiz çok sakindir.,Наш район очень спокойный.
278,278,Manavdan sebze alacağım.,Я куплю овощи у зеленщика.
279,279,Markete gitmem gerekiyor.,Мне нужно сходить в магазин.
280,280,Mutfak tertemiz olmuş.,Кухня стала совершенно чистой.
281,281,Çok mutlu bir haber aldım.,Я получил(а) очень счастливое известие.
282,282,Mutsuz görünüyorsun.,Ты выглядишь несчастным.
283,283,Kalemin nerede?,Где твоя ручка?
284,284,Bu nesnenin adı ne?,Как называется этот предмет?
285,285,Niçin bana kızdın?,Почему ты на меня рассердился(ась)?
286,286,Ocağın altını kıs.,Убавь огонь под плитой.
287,287,Ofiste kimse yok.,В офисе никого нет.
288,288,Orada ne oldu?,Что там случилось?
289,289,Öğleden sonra serbestim.,После полудня я свободен(свободна).
290,290,Bu çok önemli bir karar.,Это очень важное решение.
291,291,Bu önemsiz bir ayrıntı.,Это незначительная деталь.
292,292,Bu restoran çok pahalı.,Этот ресторан очень дорогой.
293,293,Pastaneden pasta sipariş ettik.,Мы заказали торт из кондитерской.
294,294,Pembe rengi sever misin?,Ты любишь розовый цвет?
295,295,Postaneden paketimi aldım.,Я забрал(а) свою посылку с почты.
296,296,Projektör çalışmıyor.,Проектор не работает.
297,297,Bir psikologla görüşüyorum.,Я встречаюсь с психологом.
298,298,Resepsiyonist bize yardımcı oldu.,Администратор помог нам.
299,299,Sabah erkenden kalktım.,Я встал(а) рано утром.
300,300,Sakin bir tatil geçirdik.,Мы провели спокойный отпуск.
301,301,Bu sayı çok büyük.,Это число очень большое.
302,302,Sehpaya bardakları koyma.,Не ставь стаканы на журнальный столик.
303,303,Sekreter randevularımı ayarlar.,Секретарь назначает мои встречи.
304,304,Bu semt çok güvenli.,Этот район очень безопасный.
305,305,Sessiz bir yerde oturalım.,Давай сядем в тихом месте.
306,306,Bugün hava çok sıcak.,Сегодня очень жарко.
307,307,Bu sıfatı cümlede kullan.,Используй это прилагательное в предложении.
308,308,Bugün çok sinirli görünüyorsun.,Ты сегодня выглядишь очень раздраженным.
309,309,Çok sosyal bir insandır.,Он/она очень общительный человек.
310,310,Soyadınızı nasıl yazıyorsunuz?,Как пишется ваша фамилия?
311,311,Şehir merkezi trafikten kapalı.,Центр города перекрыт для движения.
312,312,Şimdi çıkmam lazım.,Мне нужно выйти сейчас.
313,313,Şişman bir kedi gördüm.,Я видел(а) толстого кота.
314,314,Tabakları mutfağa götür.,Отнеси тарелки на кухню.
315,315,Tarih dersine çalışıyorum.,Я учу урок истории.
316,316,Tatile çıkmayı planlıyoruz.,Мы планируем поехать в отпуск.
317,317,Bu yol tehlikeli.,Эта дорога опасная.
318,318,Tembel bir öğrenciydi.,Он/она был(а) ленивым учеником.
319,319,Tezgâhtar bana yardım etti.,Продавец помог мне.
320,320,Deniz suyu çok tuzlu.,Морская вода очень соленая.
321,321,Bu elbiseler çok ucuz.,Эта одежда очень дешевая.
322,322,Evim işyerime çok uzak.,Мой дом очень далеко от работы.
323,323,Dolabın üst rafında.,На верхней полке шкафа.
324,324,Bardağın içinde su var.,В стакане есть вода.
325,325,Market bizim eve çok yakın.,Магазин очень близко к нашему дому.
326,326,Yastığım çok yumuşak.,Моя подушка очень мягкая.
327,327,Kaç yaşındasın?,Сколько тебе лет?
328,328,Yaşlı adama yardım ettim.,Я помог(ла) пожилому мужчине.
329,329,Çok yavaş yürüyorsun.,Ты очень медленно идешь.
330,330,Yazı tahtasını temizledim.,Я очистил(а) доску.
331,331,Buraya oturabilir miyim?,Можно мне здесь сесть?
332,332,Yeni yıl yaklaşıyor.,Приближается Новый год.
333,333,Yiyecek bir şeyler alalım.,Давай купим что-нибудь поесть.
334,334,İşlerim bu hafta çok yoğun.,Мои дела на этой неделе очень насыщенные.
335,335,Buzdolabında süt yok.,В холодильнике нет молока.
336,336,İşten çok yorgun geliyorum.,Я прихожу с работы очень уставшим.
337,337,O bir zamirdir.,Он/она/оно — это местоимение.
338,338,Çok zayıf bir çay istiyorum.,Я хочу очень некрепкий чай.
339,339,Zengin bir ülkeden geliyor.,Он/она родом из богатой страны.
340,340,Seni aramamı ister misin?,"Ты хочешь, чтобы я тебе позвонил?"
341,341,Otelde açık büfe kahvaltı vardı.,"В отеле был завтрак по системе ""шведский стол""."
342,342,Annem yemek pişiriyor.,Моя мама готовит еду.
343,343,Aynı soruyu tekrar sordun.,Ты задал(а) тот же самый вопрос снова.
344,344,Küçükken bale dersi aldım.,В детстве я брал(а) уроки балета.
345,345,Bavulumu hazırladım.,Я приготовил(а) свой чемодан.
346,346,Beraber sinemaya gidelim.,Давай пойдем в кино вместе.
347,347,Biletçi bana yardımcı oldu.,Билетер мне помог.
348,348,Bilgisayar oyunu oynamayı seviyorum.,Я люблю играть в компьютерные игры.
349,349,Borcumu ödedim.,Я оплатил(а) свой долг.
350,350,Boş zamanlarımda kitap okurum.,В свободное время я читаю книги.
351,351,İstasyon büfesinden sandviç aldım.,Я купил(а) сэндвич в буфете на вокзале.
352,352,Sorumun cevabını bilmiyor musun?,Ты не знаешь ответ на мой вопрос?
353,353,Dans etmeyi çok severim.,Я очень люблю танцевать.
354,354,Değişik bir fikrim var.,У меня есть другая идея.
355,355,Dışarı çıkıp hava alacağım.,Я выйду на улицу подышать воздухом.
356,356,Bu dizi çok popüler.,Этот сериал очень популярен.
357,357,Ülke ekonomisi iyiye gidiyor.,Экономика страны идет на поправку.
358,358,Erken kalkmak zorundayım.,Я должен(должна) вставать рано.
359,359,Bu araba çok eski.,Эта машина очень старая.
360,360,Eşimle tanıştınız mı?,Вы познакомились с моим супругом?
361,361,Ev hanımı olmak zor bir iş.,Быть домохозяйкой — тяжелая работа.
362,362,Fabrika şehir dışında.,Фабрика находится за городом.
363,363,Çok farklı bir duygu.,Очень другое чувство.
364,364,Bu konuda fikrin nedir?,Какое у тебя мнение по этому поводу?
365,365,Futbol oynamayı özledim.,Я соскучился(ась) по игре в футбол.
366,366,Futbol maçını berabere bitirdiler.,Они закончили футбольный матч вничью.
367,367,Toplantıya geç kaldım.,Я опоздал(а) на собрание.
368,368,Okul gezisi ertelendi.,Школьная экскурсия отложена.
369,369,Gitar çalmayı öğreniyorum.,Я учусь играть на гитаре.
370,370,Gösteri saat kaçta başlıyor?,Во сколько начинается представление?
371,371,Hafta içi çalışıyorum.,Я работаю в будни.
372,372,Hava bugün çok güzel.,Погода сегодня очень хорошая.
373,373,Hayat bazen zor olabiliyor.,Жизнь иногда может быть трудной.
374,374,Yemek hazır mı?,Еда готова?
375,375,Sana küçük bir hediye aldım.,Я купил(а) тебе маленький подарок.
376,376,Çok heyecanlı bir an yaşadık.,Мы пережили очень волнующий момент.
377,377,Onu hiçbir zaman unutmayacağım.,Я никогда его/ее не забуду.
378,378,Hukuk okumak istiyor.,Он/она хочет изучать право.
379,379,İçeri girebilir miyim?,Можно мне войти?
380,380,İş yerim evime uzak.,Мое рабочее место далеко от дома.
381,381,Tanınmış bir işadamıyla görüştüm.,Я встретился(ась) с известным бизнесменом.
382,382,İşçiler grev yapıyor.,Рабочие бастуют.
383,383,Kampüste yeni bir kütüphane açıldı.,На кампусе открылась новая библиотека.
384,384,Kanepede uyuyakalmışım.,Я уснул(а) на диване.
385,385,Akşam yemeği için kebap yedik.,Мы поели кебаб на ужин.
386,386,Kızgın olduğunu anlayabiliyorum.,"Я могу понять, что ты зол(зла)."
387,387,Konser biletleri tükendi.,Билеты на концерт закончились.
388,388,Spor kulübüne üye oldum.,Я вступил(а) в спортивный клуб.
389,389,Bir litre süt yeterli.,Одного литра молока достаточно.
390,390,Maçı televizyondan izleyeceğiz.,Мы будем смотреть матч по телевизору.
391,391,Devlet memuru olarak çalışıyor.,Он/она работает государственным служащим.
392,392,Eski bir mp3 çalarım var.,У меня есть старый mp3-плеер.
393,393,Yarın akşam müsait misin?,Ты свободен(свободна) завтра вечером?
394,394,Müşteri her zaman haklıdır.,Клиент всегда прав.
395,395,Derin bir nefes aldım.,Я сделал(а) глубокий вдох.
396,396,Her şey normale döndü.,Все вернулось в норму.
397,397,Operaya gitmek istiyorum.,Я хочу пойти в оперу.
398,398,Öğlen yemeğini dışarıda yiyeceğiz.,Мы пообедаем вне дома.
399,399,Öğrenci işlerine uğramam gerekiyor.,Мне нужно зайти в отдел по работе со студентами.
