id,word_id,example,translate
90,90,La calle está llena de coches y bicicletas.,Улица полна машин и велосипедов.
91,91,Nos encontramos en la plaza del pueblo a las cinco.,Мы встречаемся на площади посёлка в пять.
92,92,El parque es un buen lugar para pasear.,Парк - хорошее место для прогулок.
93,93,El museo tiene muchas exposiciones interesantes.,В музее много интересных выставок.
94,94,Vamos al teatro a ver una obra esta noche.,Мы идём в театр смотреть спектакль этой ночью.
95,95,El cine está cerca de la plaza principal.,Кинотеатр находится рядом с главной площадью.
96,96,El restaurante sirve comida deliciosa y variada.,Ресторан подаёт вкусную и разнообразную еду.
97,97,El bar tiene una buena selección de bebidas.,В баре хороший выбор напитков.
98,98,Me gusta ir al café a tomar un café.,Мне нравится ходить в кафе пить кофе.
99,99,La tienda vende ropa y zapatos nuevos.,Магазин продаёт новую одежду и обувь.
100,100,Voy al supermercado a comprar comida.,"Я иду в супермаркет, чтобы купить еду."
101,101,La farmacia está cerca de mi casa.,Аптека находится рядом с моим домом.
102,102,El hospital está en la ciudad.,Больница находится в городе.
103,103,Voy al banco a retirar dinero.,"Я иду в банк, чтобы снять деньги."
104,104,El correo llega a las diez de la mañana.,Почта приходит в десять утра.
105,105,La estación de tren está muy ocupada.,Вокзал очень занят.
106,106,El aeropuerto está lejos de aquí.,Аэропорт далеко отсюда.
107,107,El hotel tiene buenas habitaciones.,В отеле хорошие номера.
108,108,La iglesia está abierta los domingos.,Церковь открыта по воскресеньям.
109,109,La escuela comienza a las ocho de la mañana.,Школа начинается в восемь утра.
110,110,La universidad ofrece muchas carreras.,Университет предлагает много специальностей.
111,111,La biblioteca tiene muchos libros interesantes.,В библиотеке много интересных книг.
112,112,Voy al gimnasio tres veces a la semana.,Я хожу в спортзал три раза в неделю.
113,113,La playa está llena de turistas en verano.,Пляж полон туристов летом.
114,114,El mar está tranquilo hoy.,Море сегодня спокойное.
115,115,El río es muy largo y bonito.,Река очень длинная и красивая.
116,116,La montaña tiene mucha nieve en invierno.,На горе много снега зимой.
117,117,El norte es más frío que el sur.,"Север холоднее, чем юг."
118,118,Vivo en el sur de España.,Я живу на юге Испании.
119,119,El este es donde sale el sol.,"Восток — это место, где встает солнце."
120,120,El oeste es conocido por sus atardeceres.,Запад известен своими закатами.
121,121,La tienda está cerca de mi casa.,Магазин находится близко от моего дома.
122,122,El parque está lejos de aquí.,Парк находится далеко отсюда.
123,123,El libro está aquí en la mesa.,Книга здесь на столе.
124,124,La estación de tren está allí.,Вокзал находится там.
125,125,La farmacia está a la derecha de la calle.,Аптека находится справа от улицы.
126,126,El banco está a la izquierda del supermercado.,Банк находится слева от супермаркета.
127,127,Voy a ir al cine esta noche.,Я собираюсь идти в кино сегодня вечером.
128,128,Ese perro es muy grande y fuerte.,Такая собака очень большая и сильная.
129,129,Mi gato es pequeño y juguetón.,Мой кот маленький и игривый.
130,130,El vestido es muy bonito y nuevo.,Платье очень красивое и новое.
131,131,Ese edificio es feo y viejo.,То здание некрасивое и старое.
132,132,Me gusta mucho la comida mexicana.,Мне очень нравится мексиканская еда.
133,133,Me encanta viajar por el mundo.,Я обожаю путешествовать по миру.
134,134,Me interesa aprender nuevos idiomas.,Меня интересует изучение новых языков.
135,135,No quiero odiar a nadie en mi vida.,Я не хочу ненавидеть никого в своей жизни.
136,136,Yo prefiero el té en la mañana.,Я предпочитаю чай утром.
137,137,Me gusta escuchar música clásica.,Мне нравится слушать классическую музыку.
138,138,El fútbol es mi deporte favorito.,Футбол — мой любимый вид спорта.
139,139,La lectura es muy importante para mí.,Чтение очень важно для меня.
140,140,El viaje a España fue increíble.,Путешествие в Испанию было невероятным.
141,141,Me gusta tomar fotografías en el parque.,Мне нравится делать фотографии в парке.
142,142,El baile es muy divertido en la fiesta.,Танцы очень веселые на вечеринке.
143,143,La cocina de mi casa es grande y bonita.,Кухня в моем доме большая и красивая.
144,144,Ayer jugué al fútbol con mis amigos.,Вчера я играл в футбол с друзьями.
145,145,Ella juega al tenis los fines de semana.,Она играет в теннис по выходным.
146,146,La natación es mi deporte favorito.,Плавание — мой любимый спорт.
147,147,Me gusta correr por la mañana.,Мне нравится бегать по утрам.
148,148,Me gusta nadar en el mar.,Мне нравится плавать в море.
149,149,Nosotros bailamos en la fiesta de cumpleaños.,Мы танцуем на день рождения.
150,150,Ella canta muy bien en el coro.,Она очень хорошо поет в хоре.
151,151,Me gusta leer libros en mi tiempo libre.,Мне нравится читать книги в свободное время.
152,152,Escucho música mientras estudio.,"Я слушаю музыку, пока учусь."
153,153,Quiero ver una película esta noche.,Я хочу посмотреть фильм сегодня вечером.
154,154,Nosotros viajamos a España en verano.,Мы путешествуем в Испанию летом.
155,155,Me gusta cocinar platos nuevos.,Мне нравится готовить новые блюда.
156,156,Ella pinta cuadros en su tiempo libre.,Она рисует картины в свободное время.
157,157,El niño dibuja en su cuaderno.,Мальчик рисует в своем блокноте.
158,158,Los niños quieren jugar en el parque.,Дети хотят играть в парке.
159,159,Él colecciona monedas antiguas.,Он коллекционирует старинные монеты.
160,160,"En mi tiempo libre, me gusta descansar.",В свободное время мне нравится отдыхать.
161,161,Tengo una afición por la música.,У меня есть увлечение музыкой.
162,162,Me gusta mucho el chocolate.,Мне очень нравится шоколад.
163,163,Ella habla poco en clase.,Она мало говорит на занятиях.
164,164,No tengo nada en mi bolso.,У меня ничего нет в сумке.
165,165,Quiero comer algo delicioso.,Я хочу поесть что-то вкусное.
166,166,Estudia más que su hermano.,"Он учится больше, чем его брат."
167,167,Ella corre menos que él.,"Она бегает меньше, чем он."
168,168,Mi familia es muy unida.,Моя семья очень дружная.
169,169,Mi madre cocina muy bien.,Моя мать очень хорошо готовит.
170,170,Su padre trabaja en una oficina.,Его отец работает в офисе.
171,171,Mi hijo juega en el parque.,Мой сын играет в парке.
172,172,La hija de Ana es muy simpática.,Дочь Аны очень милая.
173,173,Tengo un hermano mayor.,У меня есть старший брат.
174,174,Mi hermana es estudiante.,Моя сестра студентка.
175,175,Mi abuelo vive en el campo.,Мой дедушка живет в деревне.
176,176,La abuela cuenta historias interesantes.,Бабушка рассказывает интересные истории.
177,177,Mi tío tiene un coche nuevo.,У моего дяди новая машина.
178,178,La tía de Juan es muy amable.,Тётя Хуана очень добрая.
179,179,Mi primo juega al fútbol.,Мой двоюродный брат играет в футбол.
180,180,La prima de Marta es artista.,Двоюродная сестра Марты художник.
181,181,Mi marido trabaja en una oficina.,Мой муж работает в офисе.
182,182,La mujer compra frutas en el mercado.,Жена покупает фрукты на рынке.
183,183,Mi novio es muy simpático y divertido.,Мой парень очень симпатичный и веселый.
184,184,La novia lleva un vestido blanco hermoso.,Девушка носит красивое белое платье.
185,185,Tengo un amigo que vive en España.,"У меня есть друг, который живет в Испании."
186,186,Mi amiga estudia en la universidad.,Моя подруга учится в университете.
187,187,Tengo una mascota que es un perro.,"У меня есть питомец, который собака."
188,188,Me levanto temprano cada día.,Я встаю рано каждый день.
189,189,Ellos se acuestan temprano todos los días.,Они ложатся спать рано каждый день.
190,190,Me despierto a las siete de la mañana.,Я просыпаюсь в семь утра.
191,191,Me ducho antes de ir a trabajar.,"Я принимаю душ перед тем, как идти на работу."
192,192,Ella se viste rápidamente para salir.,"Она быстро одевается, чтобы выйти."
193,193,Desayuno café y tostadas cada día.,Я завтракаю кофе и тостами каждый день.
194,194,Nosotros almorzamos en un restaurante cerca de casa.,Мы обедаем в ресторане рядом с домом.
195,195,Vamos a cenar a las ocho.,Мы будем ужинать в восемь.
196,196,Yo vuelvo a casa después del trabajo.,Я возвращаюсь домой после работы.
197,197,Los niños duermen bien por la noche.,Дети спят хорошо ночью.
198,198,El lunes empiezo un nuevo trabajo.,В понедельник я начинаю новую работу.
199,199,El martes tengo una reunión importante.,Во вторник у меня важная встреча.
200,200,El miércoles voy al cine con amigos.,В среду я иду в кино с друзьями.
201,201,El jueves tengo una reunión importante.,В четверг у меня важная встреча.
202,202,El viernes vamos al cine con amigos.,В пятницу мы идем в кино с друзьями.
203,203,El sábado descanso y leo un libro.,В субботу я отдыхаю и читаю книгу.
204,204,El domingo es un día para la familia.,В воскресенье день для семьи.
205,205,La clase empieza a las tres de la hora.,Урок начинается в три часа.
206,206,"Espera un minuto, por favor.","Подожди минуту, пожалуйста."
207,207,Siempre voy al mercado los sábados.,Я всегда хожу на рынок по субботам.
208,208,A veces me gusta cocinar en casa.,Иногда мне нравится готовить дома.
209,209,Nunca bebo café por la noche.,Я никогда не пью кофе вечером.
210,210,Voy al gimnasio todos los días.,Я хожу в спортзал каждый день.
211,211,La comida está lista en la mesa.,Еда готова на столе.
212,212,"Quiero una bebida fría, por favor.","Я хочу холодный напиток, пожалуйста."
213,213,El desayuno es mi comida favorita.,Завтрак — моя любимая еда.
214,214,Hoy tengo un almuerzo con mis colegas.,Сегодня у меня обед с коллегами.
215,215,La cena será a las ocho de la noche.,Ужин будет в восемь вечера.
216,216,Me gusta comer pan con mantequilla.,Мне нравится есть хлеб с маслом.
217,217,Uso aceite de oliva para cocinar.,Я использую оливковое масло для готовки.
218,218,No olvides la sal para la sopa.,Не забудь соль для супа.
219,219,"Añade azúcar al té, por favor.","Добавь сахар в чай, пожалуйста."
220,220,Me gusta la leche con mis cereales.,Мне нравится молоко с моими хлопьями.
221,221,Quiero un vaso de agua.,Я хочу стакан воды.
222,222,Ella toma té por la mañana.,Она пьет чай утром.
223,223,El zumo de naranja es delicioso.,Апельсиновый сок вкусный.
224,224,Nos gusta el vino tinto.,Нам нравится красное вино.
225,225,Él bebe cerveza en el bar.,Он пьет пиво в баре.
226,226,La fruta es buena para la salud.,Фрукты полезны для здоровья.
227,227,Tengo una manzana roja.,У меня есть красное яблоко.
228,228,La naranja es cítrica y dulce.,Апельсин кислый и сладкий.
229,229,El plátano está maduro y rico.,Банан спелый и вкусный.
230,230,Las uvas son pequeñas y moradas.,Виноград маленький и фиолетовый.
231,231,Me encanta la fresa fresca.,Мне нравится свежая клубника.
232,232,La verdura es importante en la dieta.,Овощи важны в рационе.
233,233,El tomate es rojo y jugoso.,Помидор красный и сочный.
234,234,La patata se puede cocinar de muchas formas.,Картофель можно готовить разными способами.
235,235,La cebolla hace llorar a la gente.,Лук заставляет людей плакать.
236,236,El ajo da sabor a la comida.,Чеснок придает вкус еде.
237,237,La lechuga es verde y crujiente.,Салат-латук зеленый и хрустящий.
238,238,La carne de res es muy sabrosa.,Говядина очень вкусная.
239,239,El pollo asado es mi favorito.,Запеченная курица моя любимая.
240,240,El pescado es fresco y saludable.,Рыба свежая и полезная.
241,241,Me gusta comer un huevo para el desayuno.,Мне нравится есть яйцо на завтрак.
242,242,El queso es muy rico en mi país.,Сыр очень вкусный в моей стране.
243,243,Cocino arroz con pollo para la cena.,Я готовлю рис с курицей на ужин.
244,244,La pasta se cocina en agua hirviendo.,Паста варится в кипящей воде.
245,245,Hoy quiero comer sopa de verduras.,Сегодня я хочу поесть овощной суп.
246,246,Ella prepara una ensalada fresca para el almuerzo.,Она готовит свежий салат на обед.
247,247,Vamos a comer en un restaurante italiano.,Мы пойдём поесть в итальянский ресторан.
248,248,Quiero beber agua fría después de correr.,Я хочу пить холодную воду после бега.
249,249,Voy a probar la comida nueva en el mercado.,Я собираюсь попробовать новую еду на рынке.
250,250,Voy a pedir una pizza grande para la cena.,Я собираюсь заказать большую пиццу на ужин.
251,251,"Por favor, trae la cuenta, amigo.","Пожалуйста, принеси счёт, друг."
252,252,Este pastel es muy rico y delicioso.,Этот торт очень вкусный и аппетитный.
253,253,Me gustan los postres dulces y sabrosos.,Мне нравятся сладкие и вкусные десерты.
254,254,El pescado está un poco salado hoy.,Рыба сегодня немного солёная.
255,255,"La salsa es muy picante, ten cuidado.","Соус очень острый, будь осторожен."
256,256,Necesito comprar ropa nueva para el verano.,Мне нужно купить новую одежду на лето.
257,257,Me pongo una camisa blanca para la fiesta.,Я надеваю белую рубашку на вечеринку.
258,258,Ella lleva una camiseta azul hoy.,Сегодня она носит синюю футболку.
259,259,Me compré un pantalón nuevo ayer.,Вчера я купил новые брюки.
260,260,Los vaqueros son mi tipo de pantalones favoritos.,Джинсы — мой любимый тип брюк.
261,261,Ella lleva una falda bonita.,Она носит красивую юбку.
262,262,El vestido es de color azul.,Платье синего цвета.
263,263,Tengo una chaqueta nueva.,У меня есть новая куртка.
264,264,El abrigo es muy cálido.,Пальто очень тёплое.
265,265,Mis zapatos son cómodos.,Мои туфли удобные.
266,266,Ella usa botas negras.,Она носит чёрные ботинки.
267,267,Mis zapatillas son rojas.,Мои кроссовки красные.
268,268,Él lleva un sombrero grande.,Он носит большую шляпу.
269,269,La gorra es de color verde.,Кепка зелёного цвета.
270,270,Tengo una bufanda blanca.,У меня есть белый шарф.
271,271,Los guantes son de cuero.,Перчатки из кожи.
272,272,Mis calcetines son grises.,Мои носки серые.
273,273,Mi color favorito es rojo.,Мой любимый цвет красный.
274,274,El coche es rojo.,Машина красная.
275,275,El cielo es azul hoy.,Небо сегодня синее.
276,276,La hierba es verde en verano.,Трава зелёная летом.
277,277,El sol es amarillo.,Солнце жёлтое.
278,278,El gato es negro.,Кот чёрный.
279,279,El coche es blanco y muy rápido.,Машина белая и очень быстрая.
280,280,El coche es gris.,Машина серая.
281,281,El sofá es de color marrón.,Диван коричневого цвета.
282,282,Ella lleva un vestido rosa.,На ней розовое платье.
283,283,Hoy llevo una camisa nueva.,Сегодня я ношу новую рубашку.
284,284,Él se pone una chaqueta porque hace frío.,"Он надевает куртку, потому что холодно."
285,285,Él se quita las gafas al entrar.,"Он снимает очки, входя."
286,286,Voy a comprar pan en la tienda.,Я собираюсь купить хлеб в магазине.
287,287,Ellos venden frutas frescas en el mercado.,Они продают свежие фрукты на рынке.
288,288,Voy a pagar con tarjeta de crédito.,Я собираюсь платить кредитной картой.
289,289,Este libro cuesta diez euros.,Эта книга стоит десять евро.
290,290,El vestido es muy barato ahora.,Платье сейчас очень дешёвое.
291,291,Ese coche es muy caro para mí.,Эта машина для меня очень дорогая.
292,292,¿Cuál es tu talla de zapatos?,Какой у тебя размер обуви?
293,293,Las rebajas empiezan la próxima semana.,Скидки начинаются на следующей неделе.
294,294,Voy al probador para probarme esta ropa.,"Я иду в примерочную, чтобы примерить эту одежду."
295,295,Necesito una tarjeta para pagar.,"Мне нужна карта, чтобы заплатить."
296,296,La descripción del producto es clara.,Описание товара ясное.
297,297,Ella tiene el pelo largo y lacio.,У неё длинные прямые волосы.
298,298,Sus ojos son de color verde.,Её глаза зелёного цвета.
299,299,Él es muy alto para su edad.,Он очень высокий для своего возраста.
300,300,El perro es bajo y gordo.,Собака низкая и толстая.
301,301,Él es delgado y alto.,Он худой и высокий.
302,302,Mi perro es gordo y feliz.,Моя собака полная и счастливая.
303,303,Ella es joven y estudiosa.,Она молодая и прилежная.
304,304,Mi abuelo es mayor que mi abuela.,Мой дедушка старше бабушки.
305,305,El profesor es muy simpático.,Учитель очень милый.
306,306,Ese hombre es muy antipático.,Тот человек очень неприятный.
307,307,Mi hermana es inteligente y rápida.,Моя сестра умная и быстрая.
308,308,El juego es muy divertido para los niños.,Игра очень весёлая для детей.
309,309,El examen es serio y difícil.,Экзамен серьёзный и трудный.
310,310,Él es tímido en las fiestas.,Он застенчив на вечеринках.
311,311,Mi amigo es muy extrovertido y divertido.,Мой друг очень экстраверт и веселый.
312,312,Mi padre es un hombre trabajador.,Мой отец трудолюбивый человек.
313,313,El gato es perezoso y duerme todo el día.,Кот ленивый и спит весь день.
314,314,El camarero es muy amable y servicial.,Официант очень любезный и услужливый.
315,315,Su carácter es fuerte y decidido.,Его характер сильный и решительный.
316,316,Parece que va a llover hoy.,"Кажется, сегодня будет дождь."
317,317,Ella lleva gafas azules.,Она носит синие очки.
318,318,Él tiene una barba larga y negra.,У него длинная чёрная борода.
319,319,Su bigote es muy elegante.,Его усы очень элегантные.
320,320,Su sonrisa es contagiosa y hermosa.,Её улыбка заразительна и красива.
321,321,El cuerpo necesita agua para funcionar.,"Тело нуждается в воде, чтобы функционировать."
322,322,Me duele la cabeza hoy.,У меня сегодня болит голова.
323,323,Ella levanta la mano en clase.,Она поднимает руку на уроке.
324,324,Él se lastimó el pie jugando.,"Он повредил ногу, играя."
325,325,Tengo mucha experiencia en este trabajo.,У меня много опыта в этой работе.
326,326,Voy a visitar a mis abuelos mañana.,Я собираюсь посетить своих бабушку и дедушку завтра.
327,327,Quiero conocer a tus amigos.,Я хочу познакомиться с твоими друзьями.
328,328,Voy a hacer la cena esta noche.,Я собираюсь сделать ужин сегодня вечером.
329,329,Quiero salir con mis amigos mañana.,Я хочу выйти с друзьями завтра.
330,330,Ellos llegan tarde a la reunión.,Они опаздывают на встречу.
331,331,Vamos a pasar tiempo juntos este fin de semana.,Мы собираемся провести время вместе в эти выходные.
332,332,Algunas veces voy al cine solo.,Иногда я хожу в кино один.
333,333,¿Has viajado a España alguna vez?,Ты когда-нибудь ездил в Испанию?
334,334,Todavía no he comido nada hoy.,Я ещё не ел ничего сегодня.
335,335,Ya he terminado mi tarea.,Я уже закончил своё задание.
336,336,La última vez que fui a la playa fue en verano.,В последний раз я был на пляже летом.
337,337,Este finde vamos a la montaña.,В эти выходные мы едем в горы.
338,338,Mis vacaciones empiezan en julio.,Мои каникулы начинаются в июле.
339,339,La fiesta es el sábado por la noche.,Вечеринка в субботу вечером.
340,340,Celebro mi cumpleaños con amigos.,Я отмечаю свой день рождения с друзьями.
341,341,Hoy tengo un regalo para ti.,Сегодня у меня есть подарок для тебя.
342,342,Me gusta tomar una foto de la playa.,Мне нравится делать фото пляжа.
343,343,Este recuerdo es de mis vacaciones.,Этот сувенир из моего отпуска.
344,344,El año pasado viajé a España.,В прошлый год я путешествовал в Испанию.
345,345,El español es una lengua hermosa.,Испанский язык красивый.
346,346,Ella tiene un acento muy bonito.,У неё очень красивый акцент.
347,347,La pronunciación en español es importante.,Произношение на испанском языке важно.
348,348,Quiero aprender más vocabulario en español.,Я хочу выучить больше словарного запаса на испанском.
349,349,La gramática española tiene reglas específicas.,Испанская грамматика имеет свои правила.
350,350,Puedo traducir este texto al español.,Я могу перевести этот текст на испанский.
351,351,Es fácil entender las instrucciones.,Легко понять инструкции.
352,352,Voy a explicar la lección de hoy.,Я объясню урок сегодня.
353,353,"Puedes repetir la frase, por favor.","Ты можешь повторить фразу, пожалуйста."
354,354,A veces es normal equivocarse.,Иногда нормально ошибаться.
355,355,Quiero mejorar mi español este año.,Я хочу улучшить свой испанский в этом году.
356,356,Es importante practicar todos los días.,Важно практиковать каждый день.
357,357,La dificultad del examen fue alta.,Сложность экзамена была высокой.
358,358,Este ejercicio es muy fácil de hacer.,Это упражнение очень лёгкое для выполнения.
359,359,El examen fue más difícil de lo esperado.,"Экзамен был труднее, чем ожидалось."
360,360,Su español es muy fluido y fácil de entender.,Его испанский очень беглый и легкий для понимания.
361,361,Soy nativo de México.,Я родом из Мексики.
362,362,Mi amigo es bilingüe y habla inglés y español.,Мой друг двуязычный и говорит на английском и испанском.
363,363,Me siento feliz cuando estoy contigo.,"Я чувствую себя счастливым, когда я с тобой."
364,364,La emoción de la fiesta fue increíble.,Эмоция на вечеринке была невероятной.
365,365,La alegría de los niños es contagiosa.,Радость детей заразительна.
366,366,Siento tristeza cuando veo películas melancólicas.,"Я чувствую грусть, когда смотрю меланхоличные фильмы."
367,367,El miedo a la oscuridad es común en los niños.,Страх перед темнотой распространен среди детей.
368,368,La rabia puede ser difícil de controlar a veces.,Ярость иногда бывает трудно контролировать.
369,369,Estoy nervioso antes de la presentación.,Я нервный перед презентацией.
370,370,Es importante sentirse tranquilo en situaciones difíciles.,Важно чувствовать себя спокойным в трудных ситуациях.
371,371,Él está enfadado porque perdió su libro.,"Он злой, потому что потерял свою книгу."
372,372,Estoy contento con los resultados de mi examen.,Я доволен результатами своего экзамена.
373,373,Nos llevamos bien desde que nos conocimos.,"Мы ладим с тех пор, как познакомились."
374,374,A Juan le cae bien su nuevo compañero.,Хуану нравится его новый коллега.
375,375,Estoy leyendo la biografía de un famoso escritor.,Я читаю биографию известного писателя.
376,376,Ella nació en una pequeña ciudad.,Она родилась в маленьком городе.
377,377,Los niños crecen rápido en los primeros años.,Дети быстро растут в первые годы.
378,378,Voy a graduarme el próximo año de la universidad.,Я закончу вуз в следующем году.
379,379,Ellos quieren casarse en la playa el verano próximo.,Они хотят жениться на пляже следующим летом.
380,380,Decidieron divorciarse después de muchos años juntos.,Они решили развестись после многих лет вместе.
381,381,Los árboles pueden morir sin agua.,Деревья могут умирать без воды.
382,382,Decidí mudarse a una nueva ciudad.,Я решил переехать в новый город.
383,383,Voy a empezar un nuevo libro hoy.,Я собираюсь начать новую книгу сегодня.
384,384,Ella quiere terminar su tarea temprano.,Она хочет закончить свое задание рано.
385,385,El equipo espera ganar el partido mañana.,Команда надеется выиграть матч завтра.
386,386,No quiero perder mi tiempo en esto.,Я не хочу терять свое время на это.
387,387,Quiero descubrir nuevos lugares en mi viaje.,Я хочу открыть новые места в своей поездке.
388,388,Él es un actor famoso en España.,Он знаменитый актер в Испании.
389,389,Juan es un empresario muy exitoso.,Хуан - очень успешный бизнесмен.
390,390,Recuerdo mi infancia con mucha alegría.,Я помню свое детство с большой радостью.
391,391,La juventud es una etapa muy importante.,Молодость — это очень важный этап.
392,392,La edad adulta trae muchas responsabilidades.,Взрослая жизнь приносит много ответственности.
393,393,Él está estudiando para su carrera en medicina.,Он учится для своей карьеры в медицине.
394,394,Ganó un premio por su excelente trabajo.,Он получил премию за свою отличную работу.
395,395,El éxito requiere esfuerzo y dedicación.,Успех требует усилий и преданности.
396,396,"El fracaso no es el fin, es una lección.","Неудача — это не конец, это урок."
397,397,Vivo en una casa cerca del parque.,Я живу в доме рядом с парком.
